athlete,club,city,state/province,country
"Wilson-Leslie, Sarah",Whitemarsh Boat Club,Conshohocken,Pennsylvania,US
"Woodrow, Michele",Whitemarsh Boat Club,Conshohocken,Pennsylvania,US
"Nielsen, Jakob Øjvind",Copenhagen Rowing Club,Copenhagen,,DK
"Vestergaard, Bo",Copenhagen Rowing Club,Copenhagen,,DK
"Christiansen, Rasmus Quist",Danske Studenters Roklub,Copenhagen,,DK
"Rasmussen, Juliane Elander",Danske Studenters Roklub,Copenhagen,,DK
"Rasmussen, Mads",Danske Studenters Roklub,Copenhagen,,DK
"Thomsen, Anne Lolk",Danske Studenters Roklub,Copenhagen,,DK
"Andersen, Anne Dsane",Kvik,Copenhagen,Copenhagen,DK
"Juul-Hindsgaul, Nicole",Kvik,Copenhagen,Copenhagen,DK
"Noll Nielsen, Mette",Kvik,Copenhagen,Copenhagen,DK
"Aschebrock, Sarah",University Of Miami Crew,Coral Gables,Florida,US
"Edmondson, Kate",University Of Miami Crew,Coral Gables,Florida,US
"Gunner, Alexandra",University Of Miami Crew,Coral Gables,Florida,US
"Lowe, Caitlin",University Of Miami Crew,Coral Gables,Florida,US
"Lynch, Taegan",University Of Miami Crew,Coral Gables,Florida,US
"Moore, Jane",University Of Miami Crew,Coral Gables,Florida,US
"Richard, Taylor",University Of Miami Crew,Coral Gables,Florida,US
"Rotkovitz, Nicole",University Of Miami Crew,Coral Gables,Florida,US
"Shaw, Caroline",University Of Miami Crew,Coral Gables,Florida,US
"Tayler, Catherine",University Of Miami Crew,Coral Gables,Florida,US
"White-Parsons, Caitlin",University Of Miami Crew,Coral Gables,Florida,US
"Whitty, Alison",University Of Miami Crew,Coral Gables,Florida,US
"Wiley, Elise",University Of Miami Crew,Coral Gables,Florida,US
"Williamson, Khamani",University Of Miami Crew,Coral Gables,Florida,US
"Wittle, Lily",University Of Miami Crew,Coral Gables,Florida,US
"Ahearn, Kerry",Corvallis Rowing Club,Corvallis,Oregon,US
"augeri, Benjamin",Corvallis Rowing Club,Corvallis,Oregon,US
"Elder, Jack",Corvallis Rowing Club,Corvallis,Oregon,US
"Frohnmayer, John",Corvallis Rowing Club,Corvallis,Oregon,US
"Poole, Robert",Corvallis Rowing Club,Corvallis,Oregon,US
"Koven, James",Greenwich Crew,Cos Cob,Connecticut,US
"MacDonald, Dylan",Greenwich Crew,Cos Cob,Connecticut,US
"Bogin, Peter",Greenwich Crew,Cos Cob,Connecticut,US
"Bohan, Justin",Greenwich Crew,Cos Cob,Connecticut,US
"Bresler, Jennifer",Greenwich Crew,Cos Cob,Connecticut,US
"Calandro, Brian",Greenwich Crew,Cos Cob,Connecticut,US
"Catalano, Jimmy",Greenwich Crew,Cos Cob,Connecticut,US
"Chambers, Clara",Greenwich Crew,Cos Cob,Connecticut,US
"Dabney, Eleanor",Greenwich Crew,Cos Cob,Connecticut,US
"DeLuca, Katie",Greenwich Crew,Cos Cob,Connecticut,US
"DeVore, Daisy",Greenwich Crew,Cos Cob,Connecticut,US
"DeVore, Lindsey",Greenwich Crew,Cos Cob,Connecticut,US
"Durkovic, Damir_",Greenwich Crew,Cos Cob,Connecticut,US
"Edmundson, Caleb",Greenwich Crew,Cos Cob,Connecticut,US
"Geffs, Tolman",Greenwich Crew,Cos Cob,Connecticut,US
"Gilet, Leeloo",Greenwich Crew,Cos Cob,Connecticut,US
"Haberl, Raimund",Greenwich Crew,Cos Cob,Connecticut,US
"Hatzis, Alexander",Greenwich Crew,Cos Cob,Connecticut,US
"Henry, George",Greenwich Crew,Cos Cob,Connecticut,US
"Katzman, Jonathan",Greenwich Crew,Cos Cob,Connecticut,US
"Kaufer, Patrick",Greenwich Crew,Cos Cob,Connecticut,US
"Koenig, Elizabeth",Greenwich Crew,Cos Cob,Connecticut,US
"Korzendorfer, Cole",Greenwich Crew,Cos Cob,Connecticut,US
"Lee, Alexandra",Greenwich Crew,Cos Cob,Connecticut,US
"Lee, Eric",Greenwich Crew,Cos Cob,Connecticut,US
"Lehman, Abigail",Greenwich Crew,Cos Cob,Connecticut,US
"Lesser, Molly",Greenwich Crew,Cos Cob,Connecticut,US
"lopez-may, Martina",Greenwich Crew,Cos Cob,Connecticut,US
"Markowitz, Maeve",Greenwich Crew,Cos Cob,Connecticut,US
"McCormack, Marie",Greenwich Crew,Cos Cob,Connecticut,US
"McDonough, Jack",Greenwich Crew,Cos Cob,Connecticut,US
"Mcmillan, Maxine",Greenwich Crew,Cos Cob,Connecticut,US
"Mudd, Daniel",Greenwich Crew,Cos Cob,Connecticut,US
"Myers, Isabelle",Greenwich Crew,Cos Cob,Connecticut,US
"NAVARRETE, LAURA",Greenwich Crew,Cos Cob,Connecticut,US
"Oudheusden, Peter",Greenwich Crew,Cos Cob,Connecticut,US
"Papes, Daniel",Greenwich Crew,Cos Cob,Connecticut,US
"Pyne, Amanda",Greenwich Crew,Cos Cob,Connecticut,US
"Rodriguez, Raoul",Greenwich Crew,Cos Cob,Connecticut,US
"Rose, Isabel",Greenwich Crew,Cos Cob,Connecticut,US
"Shepherd, Jill",Greenwich Crew,Cos Cob,Connecticut,US
"Smith, James",Greenwich Crew,Cos Cob,Connecticut,US
"Thomas, Alex",Greenwich Crew,Cos Cob,Connecticut,US
"Wike, Tim",Greenwich Crew,Cos Cob,Connecticut,US
"Wise, Kit",Greenwich Crew,Cos Cob,Connecticut,US
"Woo, Alexander",Greenwich Crew,Cos Cob,Connecticut,US
"Woo, Derek",Greenwich Crew,Cos Cob,Connecticut,US
"Woody, Jason",Greenwich Crew,Cos Cob,Connecticut,US
"Yung, Sun",Greenwich Crew,Cos Cob,Connecticut,US
"Zales, Steve",Greenwich Crew,Cos Cob,Connecticut,US
"Douglas, Benita",V-Sculls/Riverside Rowing,Cos Cob,Connecticut,US
"Hegarty Colombo, Molly",V-Sculls/Riverside Rowing,Cos Cob,Connecticut,US
"Johnson, Nan Leonard",V-Sculls/Riverside Rowing,Cos Cob,Connecticut,US
"Scott Himes, Mary",V-Sculls/Riverside Rowing,Cos Cob,Connecticut,US
"Tebay, Michael",V-Sculls/Riverside Rowing,Cos Cob,Connecticut,US
"Cowles, William",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Dann, Benjamin",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Fellows, Margaret",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Frid, Erik",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Graves, John",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Graves, Peter",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Graves, Tom",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Howell, Troy",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Lips, Madison",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"McAdam, Hugh",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Reed, Andrew",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Stitt, Samuel",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Washburn, Parker",Craftsbury Sculling Center,Craftsbury Common,Vermont,US
"Elting, Kimberley",Dallas Rowing Club,Dallas,Texas,US
"Molenaar, Amy",Dallas Rowing Club,Dallas,Texas,US
"Vorhies, John",Dallas Rowing Club,Dallas,Texas,US
"Blonien, Lauren","Dallas United Crew, Inc.",Dallas,Texas,US
"Boyer, Maggie","Dallas United Crew, Inc.",Dallas,Texas,US
"Corey, Sara","Dallas United Crew, Inc.",Dallas,Texas,US
"Cox, Ethan","Dallas United Crew, Inc.",Dallas,Texas,US
"Deuel, Drake","Dallas United Crew, Inc.",Dallas,Texas,US
"Dunagan, Kenzie","Dallas United Crew, Inc.",Dallas,Texas,US
"Hogan, Caroline","Dallas United Crew, Inc.",Dallas,Texas,US
"Lorio, Spencer","Dallas United Crew, Inc.",Dallas,Texas,US
"Mencke, Charles","Dallas United Crew, Inc.",Dallas,Texas,US
"Osbourn, Olivia","Dallas United Crew, Inc.",Dallas,Texas,US
"Patton, Sydney","Dallas United Crew, Inc.",Dallas,Texas,US
"Pelic, Annie","Dallas United Crew, Inc.",Dallas,Texas,US
"Sarfatis, Claire","Dallas United Crew, Inc.",Dallas,Texas,US
"Slear, David","Dallas United Crew, Inc.",Dallas,Texas,US
"Smith, Anson","Dallas United Crew, Inc.",Dallas,Texas,US
"Taylor IV, Walter","Dallas United Crew, Inc.",Dallas,Texas,US
"Taylor, Sarah","Dallas United Crew, Inc.",Dallas,Texas,US
"Williams, Cannon","Dallas United Crew, Inc.",Dallas,Texas,US
"Fraser, Katherine",Founders Rowing Club,Dallas,Texas,US
"Glasgow, Anna",Founders Rowing Club,Dallas,Texas,US
"Doran, Evan",Jesuit College Prep Dallas,Dallas,Texas,US
"Edelmann, Logan",Jesuit College Prep Dallas,Dallas,Texas,US
"French, James",Jesuit College Prep Dallas,Dallas,Texas,US
"Hofmeister, Jay",Jesuit College Prep Dallas,Dallas,Texas,US
"Lang, Campbell",Jesuit College Prep Dallas,Dallas,Texas,US
"LeDoux, Christian",Jesuit College Prep Dallas,Dallas,Texas,US
"Merkel, Joseph",Jesuit College Prep Dallas,Dallas,Texas,US
"Tehan, Sean",Jesuit College Prep Dallas,Dallas,Texas,US
"Trautman, Andrew",Jesuit College Prep Dallas,Dallas,Texas,US
"MacDonald, Kendra",North Star Rowing Club,Dartmouth,Nova Scotia,CA
"Barletta, Violet",Dexter Southfield,Dedham,Massachusetts,US
"McGurty, Shannon",Dexter Southfield,Dedham,Massachusetts,US
"Crawford, Aidan",Noble & Greenough School,Dedham,Massachusetts,US
"Folgert, Hayden",Noble & Greenough School,Dedham,Massachusetts,US
"Hooker, Katie",Noble & Greenough School,Dedham,Massachusetts,US
"Jensen, Helena",Noble & Greenough School,Dedham,Massachusetts,US
"Kinghorn, Calvin",Noble & Greenough School,Dedham,Massachusetts,US
"Lelon, Alexis",Noble & Greenough School,Dedham,Massachusetts,US
"McEvoy, Trevor",Noble & Greenough School,Dedham,Massachusetts,US
"McNeill, Hannah",Noble & Greenough School,Dedham,Massachusetts,US
"Paglione, Katherine",Noble & Greenough School,Dedham,Massachusetts,US
"Rueppel, Meryl",Noble & Greenough School,Dedham,Massachusetts,US
"Sheerin, Iain",Noble & Greenough School,Dedham,Massachusetts,US
"Skelly, Geoff",Noble & Greenough School,Dedham,Massachusetts,US
"Trull, Elizabeth",Noble & Greenough School,Dedham,Massachusetts,US
"Umphrey, Hillary",Noble & Greenough School,Dedham,Massachusetts,US
"Rouse, Andrew",Stetson University,DeLand,Florida,US
"van Blokland, Maarten",D.s.r. Proteus-Eretes,Delft,Zuid-Holland,NL
"Gauvin, Sandi",Delta Deas Rowing Club,Delta,British Columbia,CA
"Norris, James",Delta Deas Rowing Club,Delta,British Columbia,CA
"Reid, Andre",Delta Deas Rowing Club,Delta,British Columbia,CA
"Jablonic, John",Rocky Mountain Rowing Club,Denver,Colorado,US
"Gasper, Mike",Rocky Mountain Rowing Club,Denver,Colorado,US
"Graves, Harry",Rocky Mountain Rowing Club,Denver,Colorado,US
"Lodmill, Mark",Rocky Mountain Rowing Club,Denver,Colorado,US
"Quizon, Glen",Rocky Mountain Rowing Club,Denver,Colorado,US
"Stormberg, Mark",Rocky Mountain Rowing Club,Denver,Colorado,US
"Simovic, Djordje",Detroit Boat Club Crew,Detroit,Michigan,US
"Bernick, Galen",Detroit Boat Club Crew,Detroit,Michigan,US
"Bezanson, Susan",Detroit Boat Club Crew,Detroit,Michigan,US
"Blazevic, Jonathan",Detroit Boat Club Crew,Detroit,Michigan,US
"Brown, Emma",Detroit Boat Club Crew,Detroit,Michigan,US
"Bungart, Kathleen",Detroit Boat Club Crew,Detroit,Michigan,US
"Chlebnik, Joseph",Detroit Boat Club Crew,Detroit,Michigan,US
"Clark, Karen",Detroit Boat Club Crew,Detroit,Michigan,US
"Crawford, Bobbie",Detroit Boat Club Crew,Detroit,Michigan,US
"DeSautelle, Felice",Detroit Boat Club Crew,Detroit,Michigan,US
"Dezsi, michael",Detroit Boat Club Crew,Detroit,Michigan,US
"Gmeiner, Jennifer",Detroit Boat Club Crew,Detroit,Michigan,US
"Gulyas, Grace",Detroit Boat Club Crew,Detroit,Michigan,US
"Hagen, Danny",Detroit Boat Club Crew,Detroit,Michigan,US
"Jones, Raymond",Detroit Boat Club Crew,Detroit,Michigan,US
"Kargula, Holly",Detroit Boat Club Crew,Detroit,Michigan,US
"Kelly, Andrew",Detroit Boat Club Crew,Detroit,Michigan,US
"Kieffer, Harrison",Detroit Boat Club Crew,Detroit,Michigan,US
"kielt, Olivia",Detroit Boat Club Crew,Detroit,Michigan,US
"Koszyk, Sorin",Detroit Boat Club Crew,Detroit,Michigan,US
"Lovett, Stephen",Detroit Boat Club Crew,Detroit,Michigan,US
"Matijevic, Nemanja",Detroit Boat Club Crew,Detroit,Michigan,US
"McCarthy, Kevin",Detroit Boat Club Crew,Detroit,Michigan,US
"Packer, Molly",Detroit Boat Club Crew,Detroit,Michigan,US
"Ptashnik, Erin",Detroit Boat Club Crew,Detroit,Michigan,US
"Reed, Rick",Detroit Boat Club Crew,Detroit,Michigan,US
"Schaumann, Jeremy",Detroit Boat Club Crew,Detroit,Michigan,US
"Semanision, Kara",Detroit Boat Club Crew,Detroit,Michigan,US
"Seski, Andrew",Detroit Boat Club Crew,Detroit,Michigan,US
"Strickler, Isabella",Detroit Boat Club Crew,Detroit,Michigan,US
"Swegles, Paige",Detroit Boat Club Crew,Detroit,Michigan,US
"Terrien, Susan",Detroit Boat Club Crew,Detroit,Michigan,US
"Truss, Emily",Detroit Boat Club Crew,Detroit,Michigan,US
"Uzanovic, Nemanja",Detroit Boat Club Crew,Detroit,Michigan,US
"Wattai, Michael",Detroit Boat Club Crew,Detroit,Michigan,US
"Weger, Heidi",Detroit Boat Club Crew,Detroit,Michigan,US
"Weller, Jonas",Detroit Boat Club Crew,Detroit,Michigan,US
"Ziemba, Steven",Detroit Boat Club Crew,Detroit,Michigan,US
"Kirchhoff, Roseann",Detroit Womens Rowing Association,Detroit,Michigan,US
"Clement, Damian",Long Island Rowing Club,Dix Hills,New York,US
"Fernandez, Aaron",Long Island Rowing Club,Dix Hills,New York,US
"Kennedy, Peter",Long Island Rowing Club,Dix Hills,New York,US
"Littman, Bethany",Long Island Rowing Club,Dix Hills,New York,US
"Prince, Madalyn",Long Island Rowing Club,Dix Hills,New York,US
"wall, Ailis",Long Island Rowing Club,Dix Hills,New York,US
"White, Conor",Long Island Rowing Club,Dix Hills,New York,US
"Covert, DaeAijah",Bonner Rowing Association - Bonner & Prendergast C,Drexel Hill,Pennsylvania,US
"Dougherty, Elizabeth",Bonner Rowing Association - Bonner & Prendergast C,Drexel Hill,Pennsylvania,US
"McShea, Theresa",Bonner Rowing Association - Bonner & Prendergast C,Drexel Hill,Pennsylvania,US
"Savage, Claire",Bonner Rowing Association - Bonner & Prendergast C,Drexel Hill,Pennsylvania,US
"Wesolowski, Alina",Bonner Rowing Association - Bonner & Prendergast C,Drexel Hill,Pennsylvania,US
"Brock, Jeff",Malta Boat Club,Drexel Hill,Pennsylvania,US
"Brown, Michael",Malta Boat Club,Drexel Hill,Pennsylvania,US
"Cutler, Jeff",Malta Boat Club,Drexel Hill,Pennsylvania,US
"DeVlieger, Paul",Malta Boat Club,Drexel Hill,Pennsylvania,US
"Duling, Fred",Malta Boat Club,Drexel Hill,Pennsylvania,US
"Sciolla, Chris",Malta Boat Club,Drexel Hill,Pennsylvania,US
"Sciolla, Gregory",Malta Boat Club,Drexel Hill,Pennsylvania,US
"Trocky, Ted",Malta Boat Club,Drexel Hill,Pennsylvania,US
"Hammon, Hannah",Dublin Crew,Dublin,Ohio,US
"kullman, Sophie",Dublin Crew,Dublin,Ohio,US
"Melody, Eve",Dublin Crew,Dublin,Ohio,US
"Preston, Sydney",Dublin Crew,Dublin,Ohio,US
"Smiley, Stephanie",Dublin Crew,Dublin,Ohio,US
"Green, Steve",Old Collegians,Dublin,Dublin,IE
"Mazur, Curtis",Old Collegians,Dublin,Dublin,IE
"Phillips, Mike",Old Collegians,Dublin,Dublin,IE
"Saville, Wayne",Old Collegians,Dublin,Dublin,IE
"Spoor, Dani",Old Collegians,Dublin,Dublin,IE
"Peterson, Gregory",Duluth Rowing Club,Duluth,Minnesota,US
"Fuller-Kask, Bonnie",Duluth Rowing Club,Duluth,Minnesota,US
"Harvieux, Patti",Duluth Rowing Club,Duluth,Minnesota,US
"Kask, Bria",Duluth Rowing Club,Duluth,Minnesota,US
"Peterson, Jenny",Duluth Rowing Club,Duluth,Minnesota,US
"Rauschenfels, Tom",Duluth Rowing Club,Duluth,Minnesota,US
"Wright, Leigh",Duluth Rowing Club,Duluth,Minnesota,US
"Rutledge, Ruth",Maple Bay Rowing Club,Duncan,British Columbia,CA
"Dreher, James",Durham Boat Club,Durham,New Hampshire,US
"Healy, Olanne",Durham Boat Club,Durham,New Hampshire,US
"Seuter, Griffin",Durham Boat Club,Durham,New Hampshire,US
"Bliss, Edward",Duke University Mens Crew,Durham,North Carolina,US
"Glavin, Eamon",Duke University Mens Crew,Durham,North Carolina,US
"Griffin, Hayes",Duke University Mens Crew,Durham,North Carolina,US
"McClure, Emma",Duke University Mens Crew,Durham,North Carolina,US
"Valdes, Manlio",Duke University Mens Crew,Durham,North Carolina,US
"Dorris, Weatherly",Friends Of Unh Rowing,Durham,New Hampshire,US
"Ashooh, Lori",Friends Of Unh Rowing,Durham,New Hampshire,US
"Ashooh, Richard",Friends Of Unh Rowing,Durham,New Hampshire,US
"Bolland Tanner, Jan",Friends Of Unh Rowing,Durham,New Hampshire,US
"Cayes, Ben ",Friends Of Unh Rowing,Durham,New Hampshire,US
"Collins, Besty",Friends Of Unh Rowing,Durham,New Hampshire,US
"Cuddy, Francis",Friends Of Unh Rowing,Durham,New Hampshire,US
"Cummings, Louise",Friends Of Unh Rowing,Durham,New Hampshire,US
"Davey, Kirsta",Friends Of Unh Rowing,Durham,New Hampshire,US
"Ford, Randy",Friends Of Unh Rowing,Durham,New Hampshire,US
"Hegarty, Dylan",Friends Of Unh Rowing,Durham,New Hampshire,US
"Johnson, Dawn",Friends Of Unh Rowing,Durham,New Hampshire,US
"Johnson, Scott",Friends Of Unh Rowing,Durham,New Hampshire,US
"Kuhn, Amelia",Friends Of Unh Rowing,Durham,New Hampshire,US
"Kuhn, Eric",Friends Of Unh Rowing,Durham,New Hampshire,US
"Pampreen, Steven",Friends Of Unh Rowing,Durham,New Hampshire,US
"Petrella, Anna",Friends Of Unh Rowing,Durham,New Hampshire,US
"Taylor, Duncan",Friends Of Unh Rowing,Durham,New Hampshire,US
"Arenberg, Benjamin",Great Bay Rowing,Durham,New Hampshire,US
"Bannister, Michael",Great Bay Rowing,Durham,New Hampshire,US
"Cole, Elizabeth",Great Bay Rowing,Durham,New Hampshire,US
"Cole, Katherine",Great Bay Rowing,Durham,New Hampshire,US
"Covell, Ian",Great Bay Rowing,Durham,New Hampshire,US
"Dickinson, Jon Andrew",Great Bay Rowing,Durham,New Hampshire,US
"Guerrette, Jonathan",Great Bay Rowing,Durham,New Hampshire,US
"Laurence, Emmeline",Great Bay Rowing,Durham,New Hampshire,US
"Loucks, Fred",Great Bay Rowing,Durham,New Hampshire,US
"Meuser, Scott",Great Bay Rowing,Durham,New Hampshire,US
"Ozkurt, Olivia",Great Bay Rowing,Durham,New Hampshire,US
"Ryan, Matt",Great Bay Rowing,Durham,New Hampshire,US
"Shay, Rebecca",Great Bay Rowing,Durham,New Hampshire,US
"Sonricker, Kailey",Great Bay Rowing,Durham,New Hampshire,US
"Wilson, Caroline",Great Bay Rowing,Durham,New Hampshire,US
"Bechtold, Belinda",University Of New Hampshire,Durham,New Hampshire,US
"Black, Christine",University Of New Hampshire,Durham,New Hampshire,US
"Desaulniers, David",University Of New Hampshire,Durham,New Hampshire,US
"Doherty, Brianne",University Of New Hampshire,Durham,New Hampshire,US
"Floyd, Ashley",University Of New Hampshire,Durham,New Hampshire,US
"Kuhn, Allison",University Of New Hampshire,Durham,New Hampshire,US
"Lane, Emily ",University Of New Hampshire,Durham,New Hampshire,US
"Michalak, Sydney",University Of New Hampshire,Durham,New Hampshire,US
"Mottola, Megan",University Of New Hampshire,Durham,New Hampshire,US
"O'Brien, Courtney",University Of New Hampshire,Durham,New Hampshire,US
"Rist, Aaron",University Of New Hampshire,Durham,New Hampshire,US
"Smith, Alison",University Of New Hampshire,Durham,New Hampshire,US
"Strong, Marin",University Of New Hampshire,Durham,New Hampshire,US
"Thomas, Emma",University Of New Hampshire,Durham,New Hampshire,US
"Dennison, Wayne",Duxbury Boat Club,Duxbury,Massachusetts,US
"Hagan, Paul",Duxbury Boat Club,Duxbury,Massachusetts,US
"Beckerman, Kate",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Boyle, Jeanine",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Carleton, Laura",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Carlisle, Caitlyn",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Carroll, Colleen",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Chojnowski, Chris",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Cooper, Katie",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Despathy, Riley",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Dorris, Weatherly",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Duvall, Olivia",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Guenther, Dax",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"MCCARTHY, LYNN",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"McNulty, Kate",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Murphy, Dennis",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Murphy, Lexie",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Murphy, Olivia",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Sarles, Suzanne",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Streitfield, Michaela",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
"Thomas, Jay",Duxbury Bay Maritime School,Duxbury,Massachusetts,US
